dataname,annotationdir,audiodir,audioext,performer,type,language,sex,groupid,blinding
Urise_Kuikuro_Kuikuro_Traditional_Toló_20221020_desc,./data/Stage 2 Annotation (pYIN-Praat)/,G:\Datasets\Song-Speech\Audio recordings\,mp4,Urise Kuikuro,desc,Kuikuro,M,54,TRUE
Urise_Kuikuro_Kuikuro_Traditional_Toló_20221020_song,./data/Stage 2 Annotation (pYIN-Praat)/,G:\Datasets\Song-Speech\Audio recordings\,mp4,Urise Kuikuro,song,Kuikuro,M,54,TRUE
Utae_Ehara_Ainu_Traditional_Itasan_20221202_desc,./data/Stage 2 Annotation (pYIN-Praat)/,G:\Datasets\Song-Speech\Audio recordings\,mp4,Utae Ehara,desc,Ainu,F,55,FALSE
Utae_Ehara_Ainu_Traditional_Itasan_20221202_song,./data/Stage 2 Annotation (pYIN-Praat)/,G:\Datasets\Song-Speech\Audio recordings\,mp4,Utae Ehara,song,Ainu,F,55,FALSE
VanessaNina_Borsan_Slovenian_Traditional_EnHribčekBomKupil_20221027_desc,./data/Stage 2 Annotation (pYIN-Praat)/,G:\Datasets\Song-Speech\Audio recordings\,m4a,VanessaNina Borsan,desc,Slovenian,F,56,TRUE
VanessaNina_Borsan_Slovenian_Traditional_EnHribčekBomKupil_20221027_song,./data/Stage 2 Annotation (pYIN-Praat)/,G:\Datasets\Song-Speech\Audio recordings\,m4a,VanessaNina Borsan,song,Slovenian,F,56,TRUE
Violeta_Magalhaes_Portuguese_Traditional_O milho da nossa terra_20221024_desc,./data/Stage 2 Annotation (pYIN-Praat)/,G:\Datasets\Song-Speech\Audio recordings\,m4a,Violeta Magalhaes,desc,Portuguese,F,57,TRUE
Violeta_Magalhaes_Portuguese_Traditional_O milho da nossa terra_20221024_song,./data/Stage 2 Annotation (pYIN-Praat)/,G:\Datasets\Song-Speech\Audio recordings\,m4a,Violeta Magalhaes,song,Portuguese,F,57,TRUE
Wojciech_Krzyżanowski_Polish_Traditional_Wlazł Kotek Na Płotek_20221022_desc,./data/Stage 2 Annotation (pYIN-Praat)/,G:\Datasets\Song-Speech\Audio recordings\,MOV,Wojciech Krzyżanowski,desc,Polish,M,58,TRUE
Wojciech_Krzyżanowski_Polish_Traditional_Wlazł Kotek Na Płotek_20221022_song,./data/Stage 2 Annotation (pYIN-Praat)/,G:\Datasets\Song-Speech\Audio recordings\,MOV,Wojciech Krzyżanowski,song,Polish,M,58,TRUE
Yannick_Jadoul_DutchFlemish_Traditional_VandaagIs'tSinteMaarten_20221026_desc,./data/Stage 2 Annotation (pYIN-Praat)/,G:\Datasets\Song-Speech\Audio recordings\,wav,Yannick Jadoul,desc,DutchFlemish,M,59,TRUE
Yannick_Jadoul_DutchFlemish_Traditional_VandaagIs'tSinteMaarten_20221026_song,./data/Stage 2 Annotation (pYIN-Praat)/,G:\Datasets\Song-Speech\Audio recordings\,wav,Yannick Jadoul,song,DutchFlemish,M,59,TRUE
Yuto_Ozaki_Japanese_Traditional_Omori-Jinku_20220701_desc,./data/Stage 2 Annotation (pYIN-Praat)/,G:\Datasets\Song-Speech\Audio recordings\,m4a,Yuto Ozaki,desc,Japanese,M,60,TRUE
Yuto_Ozaki_Japanese_Traditional_Omori-Jinku_20220701_song,./data/Stage 2 Annotation (pYIN-Praat)/,G:\Datasets\Song-Speech\Audio recordings\,m4a,Yuto Ozaki,song,Japanese,M,60,TRUE
